Id,Name,FIGI,Ticker
482,Datadog Inc,BBG003NJHZT9,DDOG
483,Interactive Brokers Group Inc,BBG000LV0836,IBKR
484,Uber,BBG002B04MT8,UBER
485,Royal Gold,BBG000BS5170,RGLD
486,CoreSite Realty Corp,BBG000BCSPR5,COR
487,QuinStreet Inc,BBG000S9XXB8,QNST
488,Fidelity National Financial, Inc.,BBG006N7S6K9,FNF
489,Zumiez Inc,BBG000PYX812,ZUMZ
490,Gray Television Inc,BBG000DSQLQ0,GTN
491,Toyota Motor Corp,BBG000BPH299,TM
492,Renewable Energy Group Inc,BBG0016SSV00,REGI
493,Black Diamond Therapeutics Inc,BBG00MS4Y0W9,BDTX
494,Merck KGaA,BBG000BX4S53,MRK@DE
495,OrthoPediatrics Corp,BBG00HFFRW39,KIDS
496,HEICO,BBG000BL16Q7,HEI
497,LivePerson Inc,BBG000BSV0W5,LPSN
498,Intra-Cellular Therapies, Inc,BBG0026ZFZC4,ITCI
499,Lamb Weston Holdings Inc,BBG003CVMLQ2,LW
500,Adidas,BBG000FR1RP5,ADS@DE
501,AmerisourceBergen Corp,BBG000MDCQC2,ABC
502,Hibbett, Inc.,BBG000H001V3,HIBB
503,Commercial Metals Company,BBG000BFSND8,CMC
504,Echo Global Logistics Inc,BBG000RFP8W6,ECHO
505,Deutsche Boerse AG,BBG000D54HT0,DB1@DE
506,PhosAgro PJSC,BBG001R16GZ5,PHOR@GS
507,Abercrombie & Fitch,BBG000H9G7X2,ANF
508,1-800-Flowers.com Inc,BBG000BBR9P6,FLWS
509,Crowdstrike Holdings Inc,BBG00BLYKS03,CRWD
510,Neenah,BBG000QCQ764,NP
511,MaxLinear Inc,BBG000BB6R33,MXL
512,Natera inc,BBG001J1BQ86,NTRA
513,Evonik Industries AG,BBG001PD3L10,EVK@DE
514,Community Bank System,BBG000BF4D19,CBU
515,Spire Inc.,BBG000BN6KG8,SR
516,Karuna Therapeutics Inc,BBG00NN875G0,KRTX
517,Vonage Holdings Corp,BBG000BRB5D9,VG
518,Lancaster Colony,BBG000BN1M88,LANC
519,Лензолото - привилегированные акции,BBG000SR0YS4,LNZLP
520,Dell Technologies Inc,BBG00DW3SZS1,DELL
521,Muenchener Rueckversicherungs-Gesellschaft AG,BBG000BD9FD1,MUV2@DE
522,Houlihan Lokey, Inc.,BBG000CZTB66,HLI
523,Intellia Therapeutics Inc,BBG007KC7PB0,NTLA
524,Henkel AG & Co,BBG000BC3BJ2,HEN3@DE
525,AAON,BBG000C2LZP3,AAON
526,Cloudera Inc,BBG000DRJFC8,CLDR
527,Moderna Inc,BBG003PHHZT1,MRNA
528,Providence Service Corp The,TCS000P1B7C8,PRSC
529,Corcept Therapeutics Inc,BBG000BKJG33,CORT
530,FTC Solar, Inc.,BBG0320C1036,FTCI
531,South Jersey Industries, Inc,BBG000BT0T72,SJI
532,Compass Minerals International,BBG000C42WS4,CMP
533,CSG Systems International Inc,BBG000G3TQV2,CSGS
534,Snap Inc,BBG00441QMJ7,SNAP
535,Krystal Biotech Inc,BBG00HDGRHH7,KRYS
536,Arconic,BBG00R45JYB7,ARNC
537,CEVA,BBG000BN3P07,CEVA
538,EMCOR Group,BBG000BBRPL4,EME
539,Marvell Technology, Inc.,BBG00ZXBJ153,MRVL
540,Freedom Holding Corp/NV,BBG000N625H8,FRHC
541,United Technologies,BBG0089KM290,UTX
542,Sistema PJSFC,BBG000G7B4C2,SSA@GS
543,TreeHouse Foods Inc,BBG000GQGJT4,THS
544,National Oilwell Varco,TCS000BJX8C8,NOV_old
545,Allogene Therapeutics Inc,BBG00KHRRDX3,ALLO
546,AtriCure,BBG000BL6CB5,ATRC
547,IAC InterActiveCorp,TCS000BKQG80,IAC_old
548,USANA Health Sciences Inc,BBG000BX28M0,USNA
549,CloudFlare Inc,BBG001WMKHH5,NET
550,BOK Financial,BBG000CFZ003,BOKF
551,Medifast Inc,BBG000BWBW76,MED
552,Kemper,BBG000H3GDJ8,KMPR
553,Brown & Brown,BBG000BWSGF4,BRO
554,Marcus & Millichap Inc,BBG005GBRSR6,MMI
555,MTU Aero Engines AG,BBG000BVTPQ3,MTX@DE
556,Americold REIT,BBG000QF05R6,COLD
557,REGENXBIO Inc,BBG007Z9V591,RGNX
558,Colfax Corp,BBG000C5Z443,CFX
559,Spectrum Brands Holdings Inc,BBG000DS5588,SPB@US
560,Meritor Inc,BBG000BH92D1,MTOR
561,First Citizens BancShares, Inc.,BBG000BJCDS3,FCNCA
562,Workiva Inc,BBG007BVZ8H9,WK
563,Integer Holdings Corp,BBG000BW6JV4,ITGR
564,VMware,BBG000BC9938,VMW
565,Synaptics Inc,BBG000BQV1S2,SYNA
566,Siemens Healthineers AG,BBG00KY6K4L0,SHL@DE
567,Tradeweb Markets,BBG00NK8H8T2,TW
568,Avantor Inc,BBG00G2HHYD7,AVTR
569,EverQuote,BBG00F17NDH7,EVER
570,UMB Financial,BBG000DD8WX1,UMBF
571,Dynatrace Inc,BBG00PNN7C40,DT
572,Seacoast Banking Corp of Flori,BBG000KK3464,SBCF
573,East West Ban,BBG000CR20B1,EWBC
574,Box Inc,BBG000PMSK08,BOX
575,NMI Holdings Inc,BBG005DLMMZ6,NMIH
576,Bayer,BBG000BBWF85,BAYN@DE
577,Dropbox Inc,BBG0018SLDN0,DBX
578,Turning Point Therapeutics Inc,BBG00NPL9WH7,TPTX
579,Angi Inc,BBG00HVKH3Q0,ANGI
580,Innovative Industrial Properties REIT,BBG00F0SW7N8,IIPR
581,Bill.com Holdings Inc,BBG00QVJV6V4,BILL
582,Denali Therapeutics Inc,BBG008P7F869,DNLI
583,Oceaneering International Inc,BBG000CPBCL8,OII
584,World Acceptance Corp,BBG000C3G9J2,WRLD
585,Viatris Inc,BBG00Y4RQNH4,VTRS
586,Apartment Income REIT,BBG00XK3WVD0,AIRC
587,Blackstone,BBG000BH0106,BX
588,CorEnergy Infrastructure REIT,BBG000CN80Y9,CORR
589,FIBROGEN INC,BBG000FW5ZL6,FGEN
590,Apartment Investment & Management,TCS3748R7540,AIV_old
591,Compugen,BBG000B9ZLB0,CGEN
592,Littelfuse,BBG000BGFGT8,LFUS
593,Carvana Co,BBG00GCTWDJ3,CVNA
594,Covestro AG,BBG00DW0PN34,1COV@DE
595,Molina Healthcare Inc,BBG000MBHNC8,MOH
596,AptarGroup,BBG000BGX2S0,ATR
597,Funko Inc,BBG00HXSHDQ9,FNKO
598,Carl Zeiss Meditec AG,BBG000C7X325,AFX@DE
599,Health Insurance Innovations,TCS003QRSQD3,HIIQ
600,Pennant Group Inc,BBG00P33SY72,PNTG
601,OraSure Technologies Inc,BBG000J3D1Y8,OSUR
602,Infineon Technologies AG,BBG000C8L273,IFX@DE
603,Appian Corp,BBG001C7PMJ2,APPN
604,Stoneridge Inc,BBG000BB9Q78,SRI
605,Li Auto,BBG00W0KZD98,LI
606,Pacira BioSciences Inc,BBG0018FQNS6,PCRX
607,B&G Foods Inc,BBG000RKXRQ1,BGS
608,Marriott Vacations Worldwide Corporation,BBG001J2R5H3,VAC
609,Bio-Techne,BBG000C15114,TECH
610,Webster Financial Corporation,BBG000BWMX63,WBS
611,Unitil Corporation,BBG000BW7X97,UTL
612,Chewy Inc,BBG00P19DKZ6,CHWY
613,DoorDash,BBG005D7QCJ3,DASH
614,Regal Rexnord,BBG000BRXTR8,RRX
615,Reinsurance Group of America I,BBG000BDLCQ0,RGA
616,Cabot Microelectronics,TCS2709P1030,CCMP_old
617,TCS Group,BBG00QPYJ5H0,TCSG
618,Cohen & Steers Inc,BBG000BB0WG4,CNS
619,Entegris Inc,BBG000CTV4N4,ENTG
620,Heron Therapeutics Inc,BBG000G2GJT7,HRTX
621,Madrigal Pharmaceuticals Inc,BBG000QS6NV8,MDGL
622,ServiceMaster Global Holdings,TCS002WMH2F2,SERV
623,Tabula Rasa HealthCare In,BBG00BT7PPY8,TRHC
624,American Outdoor Brands Inc,BBG00QV8FS02,AOUT
625,Zynerba Pharmaceuticals Inc,BBG007BBS8B7,ZYNE
626,Science Applications Internati,BBG003BW05K6,SAIC
627,Magnit PJSC,BBG000VFBQG4,MGNT@GS
628,Arcutis Biotherapeutics,BBG00QN8K4M4,ARQT
629,Quaker Chemical Corp,BBG000DZS2L9,KWR
630,Томская распределительная компания,BBG000MDCJV7,TORS
631,Cardlytics Inc,BBG00225ZDD0,CDLX
632,IGM Biosciences Inc,BBG00PNR1BT2,IGMS
633,Fastly Inc,BBG004NLQHL0,FSLY
634,Sally Beauty Holdings Inc,BBG000LR8515,SBH
635,California Water Service,BBG000D8KTN6,CWT
636,Xencor Inc,BBG0026ZG4W0,XNCR
637,Landstar System,BBG000BB2KN0,LSTR
638,CyrusOne REIT,BBG0038V5TX1,CONE
639,Blackline Inc,BBG0029KJVB0,BL
640,Coca-Cola Consolidated Inc,BBG000BG1SX2,COKE
641,Invitae Corp,BBG005DJFD43,NVTA
642,Progyny Inc,BBG002H1K1H1,PGNY
643,Commerce Bancshares,BBG000BF3G77,CBSH
644,Aerie Pharmaceuticals Inc,BBG001KJ7WJ5,AERI
645,Piper Sandler Companies,BBG000FQXC75,PIPR
646,Shenandoah Telecommunications,BBG000BTC2N0,SHEN
647,РУСАЛ,TCS008F2T3T2,RUAL_old
648,Invitation Homes REIT,BBG00FQH6BS9,INVH
649,Deutsche Telekom AG,BBG000HJTMS9,DTE@DE
650,M/I Homes Inc,BBG000BL9MZ4,MHO
651,Eagle Pharmaceuticals Inc,BBG005Y3XWH9,EGRX
652,Axos Financial Inc,BBG000QPHD08,AX
653,Fresenius Medical Care AG & Co,BBG000DHXTF1,FME@DE
654,Kinsale Capital Group,BBG00D8JD9Z9,KNSL
655,Spirit Realty Capital REIT,BBG0027Z6X10,SRC
656,Pilgrim's Pride Corp,BBG000BFLXV3,PPC
657,STAAR Surgical Co,BBG000C4QB95,STAA
658,Chefs' Warehouse Inc,BBG001MFW6D6,CHEF
659,J&J Snack Foods Corp,BBG000BMGPW0,JJSF
660,Bayerische Motoren Werke AG,BBG000BBXB74,BMW@DE
661,Livongo Health Inc,BBG0073X4TB8,LVGO
662,O-I Glass,BBG00R2JZG39,OI
663,KB Home,BBG000BMLWX8,KBH
664,Ligand Pharmaceuticals Inc,BBG000BKF014,LGND
665,Novolipetsk Steel PJSC,BBG000PR0PJ6,NLMK@GS
666,ChemoCentryx, Inc,BBG000PTSB12,CCXI
667,Avnet,BBG000BCPB71,AVT
668,RWE AG,BBG000BBQ209,RWE@DE
669,HUGO BOSS AG,BBG000BD0GG5,BOSS@DE
670,Roku Inc,BBG001ZZPQJ6,ROKU
671,Gazprom PJSC,BBG000KGYRF8,OGZD@GS
672,Cara Therapeutics Inc,BBG001J2QYS9,CARA
673,Fate Therapeutics Inc,BBG000QP35H2,FATE
674,Cogent Communications,BBG000D0SMY8,CCOI
675,Tennant Company,BBG000JCZJS2,TNC
676,G1 Therapeutics Inc,BBG005F1DK91,GTHX
677,Deutsche Post AG,BBG000LW3NX5,DPW@DE
678,Technip Energies N.V.,BBG00Z9D5GD9,TE
679,Stride, Inc,BBG000QSXPZ9,LRN
680,Airbnb, Inc,BBG001Y2XS07,ABNB
681,Duke Realty REIT,BBG000BHD8S7,DRE
682,Reata Pharmaceuticals Inc,BBG000R33BD1,RETA
683,Nicolet Bankshares,BBG000QK0TG5,NCBS
684,Aerojet Rocketdyne Holdings In,BBG000BKRHQ7,AJRD
685,Bank of Hawaii,BBG000C8D8G9,BOH
686,Vocera Communications Inc,BBG00179VSY7,VCRA
687,Квадра - привилегированные акции,BBG000BS4180,TGKDP
688,STAG Industrial REIT,BBG000BGLFP7,STAG
689,8x8 Inc,BBG000BCGHH7,EGHT
690,ГК Самолет,BBG00F6NKQX3,SMLT
691,CenturyLink,TCS000BGLRN3,LUMNold
692,Rheinmetall AG,BBG000BWT790,RHM@DE
693,Healthcare Trust of America REIT,BBG000PRJCX9,HTA
694,10X Genomics Inc,BBG007WX14X0,TXG
695,Donaldson Co,BBG000BGZP70,DCI
696,Axogen Inc,BBG000BN46R9,AXGN
697,Blueprint Medicines Corp,BBG001MC8YF7,BPMC
698,Zynex Inc,BBG000BJBXZ2,ZYXI
699,Pinterest Inc,BBG002583CV8,PINS
700,Casella Waste Systems,BBG000BT0J38,CWST
701,Atara Biotherapeutics Inc,BBG005Q3MQY4,ATRA
702,VK,BBG00178PGX3,VKCO
703,Allianz SE,BBG000BBFBD7,ALV@DE
704,Travel + Leisure Co.,TBG000PV2L86,TNL
705,National Instruments,BBG000DZK6N6,NATI
706,Upwork Inc,BBG00FBJ6390,UPWK
707,Slack Technologies Inc,BBG007G7V505,WORK
708,nLight Inc,BBG0020BCPX5,LASR
709,CSX Corp,BBG000BGJRC8,CSX
710,Tactile Systems Technology Inc,BBG001B12Z39,TCMD
711,Aimmune Therapeutics Inc,BBG005NMB2L4,AIMT
712,ContextLogic,BBG006DZTJ56,WISH
713,US Physical Therapy Inc,BBG000CSRSG6,USPH
714,FirstCash,BBG000DNF659,FCFS
715,Entergy Corporation,BBG000C1FQS9,ETR
716,Фармсинтез,BBG0019K04R5,LIFE
717,NXP Semiconductors NV,BBG000BND699,NXPI
718,Adaptive Biotechnologies,BBG001J2PFF5,ADPT
719,EnerSys,BBG000PWTD92,ENS
720,Grocery Outlet Holding Corp,BBG00P4R3079,GO
721,Applied Industrial Technologies,BBG000BBHHP9,AIT
722,MGM Resorts International,BBG000C2BXK4,MGM
723,Pagseguro Digital Ltd,BBG00JM7QBR6,PAGS
724,Carrier Global,BBG00RP5HYS8,CARR
725,Русская аквакультура,BBG000W325F7,AQUA
726,Halozyme Therapeutics Inc,BBG000CZ8W54,HALO
727,Heska Corp,BBG000BWFH48,HSKA
728,LUKOIL PJSC,BBG000NN8497,LKOD@GS
729,Vonovia SE,BBG000BT0ZM1,VNA@DE
730,Supernus Pharmaceuticals Inc,BBG000BP0HX7,SUPN
731,Zurn Water Solutions,BBG000H8R0N8,ZWS
732,PolyOne Corp,TCS000C8NJ10,POLold
733,PGT Innovations Inc,BBG000FX3Y66,PGTI
734,CDW Corp,BBG001P63B80,CDW
735,Franklin Electric Co,BBG000BJGGV8,FELE
736,Evotec AG,BBG000C23DD5,EVT@DE
737,Digital Turbine Inc,BBG000HZ3562,APPS
738,National Presto Industries Inc,BBG000BQ4GG2,NPK
739,Natura & Co Holding S.A.,BBG00R4ZKPN5,NTCO
740,Addus HomeCare Corp,BBG000NJGX84,ADUS
741,Lantheus Holdings Inc,BBG006Q52RD0,LNTH
742,CDK Global,BBG006B6PVN9,CDK
743,Concentrix Corporation,BBG00RCNQMX3,CNXC
744,Inmode Ltd,BBG00PPS73P4,INMD
745,Check Point Software Technologies Ltd,BBG000K82ZT8,CHKP
746,ProPetro Holding Corp,BBG00FYCQ352,PUMP
747,Bridgebio Pharma,BBG00P9KDZK6,BBIO
748,Evercore,BBG000BP30Y0,EVR
749,Veracyte Inc,BBG001J2M542,VCYT
750,BioXcel Therapeutics,BBG00K20GVD2,BTAI
751,Eaton Vance,BBG000DBVBY4,EV
752,CareDx Inc,BBG006JS5785,CDNA
753,Arena Pharmaceuticals Inc,BBG000BKXBV7,ARNA
754,American Water Works,BBG000TRJ294,AWK
755,PRA Group Inc,BBG000BNTW77,PRAA
756,Lyft Inc,BBG004M9ZHX5,LYFT
757,Levi Strauss & Co,BBG000BQDF10,LEVI
758,Red River Bancshares,BBG000QKNLB2,RRBI
759,Service Corp International/US,BBG000BTHH16,SCI
760,AECOM,BBG000F61RJ8,ACM
761,Сегежа,BBG0100R9963,SGZH
762,Revolve Group Inc,BBG00M4RHBD0,RVLV
763,Beyond Meat Inc,BBG003CVJP50,BYND
764,UGI Corp,BBG000BVYN55,UGI
765,Dunkin’ Brands Group,BBG001P3K000,DNKN
766,Otis Worldwide,BBG00RP60KV0,OTIS
767,HeadHunter Group PLC,BBG00KHGQ0H4,HHR
768,Liberty Broadband Corporation,BBG006GNSZW5,LBRDK
769,Hochtief AG,BBG000BC3WH8,HOT@DE
770,QTS Realty Trust,BBG0054B20Z8,QTS
771,Omega Healthcare Investors REIT,BBG000BGBTC2,OHI
772,Varonis Systems Inc,BBG001Y04TN6,VRNS
773,Southwest Gas Holdings,BBG00FWP4JW4,SWX
774,Petropavlovsk PLC,BBG00VPKLPX4,POGR
775,Royal Dutch Shell (A),BBG000QXSSS6,RDS.A
776,Deutsche Bank AG,BBG000BBZW12,DBK@DE
777,Freshpet Inc,BBG001D0HB36,FRPT
778,Vir Biotechnology,BBG00H2QQ8T5,VIR
779,Dicerna Pharmaceuticals,BBG001J1DB23,DRNA
780,Kite Realty Group REIT,BBG000BC2KW8,KRG
781,NorthWestern Corporation,BBG000Q1NMJ4,NWE
782,Stifel Financial,BBG000BSS5C0,SF
783,Encore Capital Group Inc,BBG000F369C7,ECPG
784,DraftKings Inc,BBG00TCBG714,DKNG
785,Zogenix Inc,BBG000VDC3G9,ZGNX
786,Louisiana-Pacific Corporation,BBG000BNF508,LPX
787,HeidelbergCement AG,BBG000BWRTS3,HEI@DE
788,Vontier Corporation,BBG00RRGSJR4,VNT
789,The Aarons Company,BBG00WCNDCZ6,AAN
790,Tucows Inc,BBG000L69KL5,TCX
791,Appfolio Inc,BBG008GC8CP6,APPF
792,Hostess Brands Inc,BBG00B6KGNN1,TWNK
793,ГДР Etalon Group PLC,BBG001M2SC01,ETLN
794,Severstal PJSC,BBG000Q3XWC4,SVST@GS
795,Continental AG,BBG000BBZBV5,CON@DE
796,Jack in the Box,BBG000GZYVY1,JACK
797,National Western Life Group In,BBG008HNHZ07,NWLI
798,eHealth Inc,BBG000P5JQX6,EHTH
799,Ovintiv Inc.,BBG00R2NHQ65,OVV
800,NAC Kazatomprom JSC,BBG00MJM7K82,KAP@GS
801,SBA Communications REIT,BBG000D2M0Z7,SBAC
802,Cardiovascular Systems Inc,BBG000NWQ9S5,CSII
803,Lattice Semiconductor Corp,BBG000C2D1C1,LSCC
804,Ally Financial Inc,BBG000BC2R71,ALLY
805,Graco,BBG000BK9W84,GGG
806,Global Net Lease REIT,BBG004HXD0G8,GNL
807,Esperion Therapeutics Inc,BBG004KB3S72,ESPR
808,Ares Capital Corp,BBG000PD6X77,ARCC
809,Brinker International Inc,BBG000BK28N7,EAT
810,WR Berkley,BBG000BD1HP2,WRB
811,TTM Technologies Inc,BBG000BYQ0B1,TTMI
812,En+ Group,BBG000RMWQD4,ENPG
813,Darling Ingredients Inc,BBG000BN8ZK8,DAR
814,PTC Therapeutics,BBG000QT15P7,PTCT
815,Sonoco Products Co,BBG000D7HF89,SON
816,Prosperity Bancshares,BBG000BHY4D9,PB
817,Morningstar,BBG000CGQ4F7,MORN
818,Aon,BBG00SSQFPK6,AON
819,Zoom Video Communications Inc,BBG0042V6JM8,ZM
820,Portland General Electric,BBG000BCRMW7,POR
821,Cable One,BBG000F02T51,CABO
822,WillScot Mobile Mini Holdings,BBG00B0FS947,WSC
823,Селигдар - Акции привилегированные,BBG002Z693D3,SELGP
824,Monolithic Power Systems,BBG000C30L48,MPWR
825,ANI Pharmaceuticals Inc,BBG000KK1L04,ANIP
826,Domino's Pizza Inc,BBG000P458P3,DPZ
827,Takeda Pharmaceutical Co Ltd,BBG000LF8708,TAK
828,APA Corporation,BBG00YTS96G2,APA
829,Viela Bio,BBG00K6P5XM1,VIE
830,PROG Holdings,BBG00VSH86G4,PRG
831,Monro,BBG000C0BZD1,MNRO
832,New York Times,BBG000FFC0B3,NYT
833,BMC Stock Holdings Inc,BBG004PQN2M2,BMCH
834,Pinnacle Financial Partners In,BBG000C1XKF6,PNFP
835,Parsons,BBG000C3TKY6,PSN
836,Energizer Holdings Inc,BBG006FCB019,ENR
837,Vericel Corp,BBG000BDCM24,VCEL
838,Deutsche Lufthansa AG,BBG000BC6M41,LHA@DE
839,DISH Network Corp,BBG000C2YHG9,DISH
840,Goosehead Insurance, Inc.,BBG00KHHBMC5,GSHD
841,WD-40 Co,BBG000BWNV93,WDFC
842,West Pharmaceutical Services I,BBG000BX24N8,WST
843,Iovance Biotherapeutics Inc,BBG000FTLBV7,IOVA
844,Deciphera Pharmaceuticals Inc,BBG00HMJ9H54,DCPH
845,Inspire Medical Systems Inc,BBG00209SZJ7,INSP
846,IDEX Corp,BBG000C1HN22,IEX
847,ZoomInfo Technologies Inc,BBG00S1HJ3M8,ZI
848,Intercept Pharmaceuticals Inc,BBG001J1QN87,ICPT
849,MGIC Investment Corp,BBG000CBMH27,MTG
850,Q2 Holdings Inc,BBG005ZVK9P2,QTWO
851,Spotify Technology SA,BBG003T4VFC2,SPOT
852,Harsco Corp,BBG000BLH3P8,HSC
853,Mesa Laboratories Inc,BBG000BP3PW7,MLAB
854,Focus Financial Partners Inc,BBG00L0YTFN8,FOCS
855,Volkswagen AG,BBG000BFCS17,VOW3@DE
856,Virgin Galactic Holdings Inc Class A,BBG00HTN2CQ3,SPCE
857,K12 Inc,TCS000QSXPZ9,LRN_old
858,Ozon Holdings PLC,BBG00Y91R9T3,OZON
859,Choice Hotels International In,BBG000BPBTL2,CHH
860,Совкомфлот,ISSUANCEFLOT,FLOT
861,Apple Hospitality REIT,BBG006473QX9,APLE
862,ИСКЧ,BBG000N16BP3,ISKJ
863,American Financial Group,BBG000DPKKK0,AFG
864,E.ON SE,BBG000BR7PK2,EOAN@DE
865,GATX Corporation,BBG000BKGXQ4,GATX
866,Change Healthcare Inc,BBG0059KNH10,CHNG
867,Selective Insurance Group,BBG000BSZ738,SIGI
868,Glacier Ban,BBG000C3KB84,GBCI
869,Vanda Pharmaceuticals Inc,BBG000HT5MG6,VNDA
870,Cortexyme Inc,BBG00BTK1DT8,CRTX
871,Smith & Wesson Brands,BBG000BM0QL7,SWBI
872,SL Green Realty,TCS000BVP5P2,SLG_old
873,Take-Two Interactive Software,BBG000BS1YV5,TTWO
874,NetScout Systems Inc,BBG000C136Z8,NTCT
875,Everbridge Inc,BBG0022FMPD5,EVBG
876,Ferro Corp,BBG000BJQK11,FOE
877,OGE Energy Corp.,BBG000BQGLS5,OGE
878,Apergy Corporation,TCS00JH9TZ56,APY
879,Murphy USA Inc,BBG001Z0Q6T5,MUSA
880,Coursera, Inc.,BBG002WLDMW5,COUR
881,Wintrust Financial,BBG000HD3DW5,WTFC
882,Coinbase,BBG00ZGF7771,COIN
883,Western Alliance Bancorp,BBG000Q1KFH4,WAL
884,Brady,BBG000BDNV95,BRC
885,Westamerica Bancorporation,BBG000DD3KP1,WABC
886,Madison Square Garden Entertainment,BBG00L9HLWV8,MSGE
887,ePlus Inc,BBG000HN7W02,PLUS
888,Rapid7 Inc,BBG009DFHWG6,RPD
889,Hanover Insurance Group,BBG000FJH8W0,THG
890,Boot Barn Holdings Inc,BBG0077SYZV6,BOOT
891,Malibu Boats Inc,BBG005PXTR70,MBUU
892,Nevro,BBG001K61W36,NVRO
893,Altair Engineering Inc,BBG000PN9NB9,ALTR
894,LPL Financial Holdings,BBG000P2TYL8,LPLA
895,Agios Pharmaceuticals Inc,BBG000QY4ZD0,AGIO
896,Cornerstone OnDemand Inc,BBG0016X4XN6,CSOD
897,PUMA SE,BBG000BLMTR3,PUM@DE
898,Siemens AG,BBG000BCCT76,SIE@DE
899,Ingersoll-Rand,BBG002R1CW27,IR
900,Novatek PJSC,BBG000QY6FL3,NVTK@GS
901,Yum China Holdings,BBG00B8N0HG1,YUMC
902,Polyus PJSC,BBG00H2CS6K7,PLZL@GS
903,NeoGenomics Inc,BBG000BKH263,NEO
904,American Eagle Outfitters Inc,BBG000BGXZB5,AEO
905,SONOS INC,BBG001JZPSQ2,SONO
906,Fix Price Group,BBG00ZHCX1X2,FIXP
907,Univar Solutions Inc,BBG000BDHD29,UNVR
908,Stamps.com Inc,BBG000CZ4KF3,STMP
909,O'Key Group SA,BBG00172J7S9,OKEY
910,АДР SAP,BBG000BDSLD7,SAP
911,Regeneron Pharmaceuticals,BBG000C734W3,REGN
912,ScanSource Inc,BBG000BHTPZ4,SCSC
913,Exelixis Inc,BBG000BQ4WF8,EXEL
914,ТрансКонтейнер,BBG0018X6YV1,TRCN
915,BioMarin Pharmaceutical Inc,BBG000CZWZ05,BMRN
916,Лензолото,BBG000SK7JS5,LNZL
917,Cooper-Standard Holdings Inc,BBG000PSXT64,CPS
918,Teradyne Inc,BBG000BV4DR6,TER
919,Insulet Corp,BBG000R7XX87,PODD
920,Coherent Inc,BBG000BG1DH3,COHR
921,CF Industries Holdings,BBG000BWJFZ4,CF
922,Spirit AeroSystems Holdings,BBG000PRJ2Z9,SPR
923,Syneos Health Inc,BBG0078Y1D92,SYNH
924,LKQ Corporation,BBG000PXDL44,LKQ
925,КАМАЗ,BBG000LNHHJ9,KMAZ
926,Ryder System,BBG000BRVP70,R
927,Weibo Corporation,BBG0065XPGX9,WB
928,Qurate Retail Inc,BBG000PCQQL6,QRTEA
929,Worthington Industries Inc,BBG000HL7499,WOR
930,Madison Square Garden Co,BBG007FG0C23,MSGS
931,Oracle,BBG000BQLTW7,ORCL
932,АбрауДюрсо,BBG002W2FT69,ABRD
933,Aetna,BBG000FJLFX8,AET
934,ASGN Inc,BBG000CRN8N8,ASGN
935,ГДР X5 RetailGroup,BBG00JXPFBN0,FIVE
936,Omnicom Group,BBG000BS9489,OMC
937,AT&T,BBG000BSJK37,T
938,American International Group,BBG000BBDZG3,AIG
939,Unum,BBG000BW2QX0,UNM
940,Mastercard,BBG000F1ZSQ2,MA
941,Viacom,BBG000DHSPT0,VIAB
942,Финансовая группа БУДУЩЕЕ,BBG00F40L971,FTRE
943,Globus Medical Inc,BBG002V87SD0,GMED
944,Conagra Brands,BBG000BDXGP9,CAG
945,China Mobile,BBG000BB0P33,CHL
946,Аэрофлот,BBG004S683W7,AFLT
947,Goldman Sachs,BBG000C6CFJ5,GS
948,Capri Holdings Limited,BBG0029SNR63,CPRI
949,BOEING,BBG000BCSST7,BA
950,Align Technology,BBG000BRNLL2,ALGN
951,Bright Horizons Family Solutio,BBG003LFWP05,BFAM
952,Freeport-McMoRan,BBG000BJDB15,FCX
953,Nokia,BBG000BNGBW9,NOK
954,IDEXX,BBG000BLRT07,IDXX
955,LG Display,BBG000FJ0RK9,LPL
956,Endo International PLC,BBG000C0HQ54,ENDP
957,АВТОВАЗ,BBG000NLHC48,AVAZ
958,Lam Research,BBG000BNFLM9,LRCX
959,Centene Corporation,BBG000BDXCJ5,CNC
960,CoreLogic Inc United States,BBG000C2H3F0,CLGX
961,Baidu,BBG000QXWHD1,BIDU
962,Paylocity Holding Corp,BBG006598YS8,PCTY
963,Hess,BBG000BBD070,HES
964,Центральный Телеграф,BBG000BBV4M5,CNTL
965,Yelp Inc,BBG000Q2HM09,YELP
966,Perspecta,BBG00KMXKWF9,PRSP
967,Wabtec Corp.,BBG000BDD940,WAB
968,LabCorp,BBG000D9DMK0,LH
969,Verisk Analytics,BBG000BCZL41,VRSK
970,Kellogg,BBG000BMKDM3,K
971,Halliburton,BBG000BKTFN2,HAL
972,Macy's,BBG000C46HM9,M
973,ManpowerGroup Inc,BBG000BNMHS4,MAN
974,Regency Centers REIT,BBG000BL46Q4,REG
975,Oshkosh Corporation,BBG000CC53X1,OSK
976,Jack Henry & Associates Inc,BBG000BMH2Q7,JKHY
977,Интер РАО ЕЭС,BBG004S68473,IRAO
978,Cisco,BBG000C3J3C9,CSCO
979,Berry Global Group Inc,BBG000Q1R1Y9,BERY
980,FMC,BBG000BJP882,FMC
981,The AES Corporation,BBG000C23KJ3,AES
982,GrubHub Inc,BBG001KWG293,GRUB
983,Humana,BBG000BLKK03,HUM
984,Credit Acceptance Corp,BBG000CS0D96,CACC
985,Corteva Inc,BBG00BN969C1,CTVA
986,ACADIA Pharmaceuticals Inc,BBG000BHG9K0,ACAD
