Id,Name,FIGI,Ticker
1499,Zendesk Inc,BBG001HRFJG4,ZEN
1500,Expedia,BBG000QY3XZ2,EXPE
1501,Северсталь,BBG00475K6C3,CHMF
1502,Nutanix Inc,BBG001NDW1Z7,NTNX
1503,Host Hotels & Resorts REIT,BBG000BL8804,HST
1504,LogMeIn Inc,BBG000Q0SZJ2,LOGM
1505,Booking,BBG000BLBVN4,BKNG
1506,Patterson,BBG000BQY289,PDCO
1507,Citizens Financial Group,BBG006Q0HY77,CFG
1508,Affiliated Managers Group,BBG000C060M4,AMG
1509,Sohu.com,BBG00L2DB535,SOHU
1510,Huntington Ingalls Industries Inc,BBG001KJ2HM9,HII
1511,Varex Imaging Corp,BBG00CZNLR47,VREX
1512,Sensient Technologies Corp,BBG000J79P80,SXT
1513,Vulcan Materials,BBG000BWGYF8,VMC
1514,Black Knight Inc,BBG00GX77LW3,BKI
1515,Asbury Automotive Group Inc,BBG000BKDWB5,ABG
1516,Ultragenyx Pharmaceutical Inc,BBG001RWPDW6,RARE
1517,Аптечная сеть 36,6,BBG000K3STR7,APTK
1518,The Williams Companies,BBG000BWVCP8,WMB
1519,Chesapeake Energy Corporation,BBG000BL4504,CHK
1520,НМТП,BBG004S68BR5,NMTP
1521,Boston Scientific Corporation,BBG000C0LW92,BSX
1522,Распадская,BBG004S68696,RASP
1523,Darden Restaurants,BBG000BBNYF6,DRI
1524,Okta Inc,BBG001YV1SM4,OKTA
1525,Lumentum Holdings Inc,BBG0073F9RT7,LITE
1526,Cincinnati Financial Corporation,BBG000BFPK65,CINF
1527,Badger Meter Inc,BBG000BDGHD9,BMI
1528,Under Armour,BBG000BXM6V2,UAA
1529,Acuity Brands,BBG000BJ5HK0,AYI
1530,Сургутнефтегаз - привилегированные акции,BBG004S681M2,SNGSP
1531,Wayfair Inc,BBG001B17MV2,W
1532,Armstrong World Industries Inc,BBG000DW4LB1,AWI
1533,Altria Group,BBG000BP6LJ8,MO
1534,Chubb,BBG000BR14K5,CB
1535,Fidelity National Information,BBG000BK2F42,FIS
1536,Sysco,BBG000BTVJ25,SYY
1537,Dollar General,BBG000NV1KK7,DG
1538,Baxter International,BBG000BCVJ77,BAX
1539,Cinemark Holdings Inc,BBG000QDVR53,CNK
1540,CSW Industrials Inc,BBG007NLG4L3,CSWI
1541,Ross Stores,BBG000BSBZH7,ROST
1542,Sherwin-Williams,BBG000BSXQV7,SHW
1543,Rhythm Pharmaceuticals Inc,BBG007DLZ601,RYTM
1544,Apple,BBG000B9XRY4,AAPL
1545,Southwestern Energy,BBG000BTR593,SWN
1546,American Public Education Inc,BBG000RVD346,APEI
1547,Mirati Therapeutics Inc,BBG004TPGBP5,MRTX
1548,Саратовский НПЗ - акции привилегированные,BBG002B2J5X0,KRKNP
1549,BlackRock,BBG000C2PW58,BLK
1550,Банк Возрождение - акции привилегированные,BBG000NLHR27,VZRZP
1551,AnaptysBio Inc,BBG0026ZDHR0,ANAB
1552,Walt Disney,BBG000BH4R78,DIS
1553,Applied Materials,BBG000BBPFB9,AMAT
1554,Русполимет,BBG000R466J1,RUSP
1555,Sage Therapeutics Inc,BBG0025X16Y5,SAGE
1556,Группа ЛСР,BBG004S68C39,LSRG
1557,Bank of America Corp,BBG000BCTLF6,BAC
1558,Constellation Brands,BBG000J1QLT0,STZ
1559,The Home Depot,BBG000BKZB36,HD
1560,Уралкалий,BBG00475JVM9,URKA
1561,Xerox,BBG00NNG2ZJ8,XRX
1562,Avedro Inc,BBG001J1CH21,AVDR
1563,Dominion Energy Inc,BBG000BGVW60,D
1564,Patrick Industries Inc,BBG000BQSBB2,PATK
1565,Красный Октябрь,BBG000NLB2G3,KROT
1566,LyondellBasell,BBG000WCFV84,LYB
1567,SPS Commerce Inc,BBG000PZGB75,SPSC
1568,Alexion Pharmaceuticals,BBG000G30YX4,ALXN
1569,Eagle Materials Inc,BBG000BJW241,EXP
1570,The Allstate Corporation,BBG000BVMGF2,ALL
1571,Veeva Systems Inc,BBG001CGB489,VEEV
1572,Guidewire Software Inc,BBG001C7PM75,GWRE
1573,The Estee Lauder Companies,BBG000FKJRC5,EL
1574,Ensign Group Inc,BBG000K1T9L0,ENSG
1575,MSCI Inc,BBG000RTDY25,MSCI
1576,МТС,BBG004S681W1,MTSS
1577,WW Grainger,BBG000BKR1D6,GWW
1578,SK Telecom Co.,BBG000BLN497,SKM
1579,Euronet Worldwide Inc,BBG000BMNBY1,EEFT
1580,Газпром,BBG004730RP0,GAZP
1581,Pitney Bowes,BBG000BQTMJ9,PBI
1582,AeroVironment Inc,BBG000GX14P2,AVAV
1583,Nordson Corp,BBG000BPWGR1,NDSN
1584,Alliance Data Systems,BBG000BFNR17,ADS
1585,Southern,BBG000BT9DW0,SO
1586,KeyCorp,BBG000BMQPL1,KEY
1587,Albemarle,BBG000BJ26K7,ALB
1588,Medpace Holdings Inc,BBG0065B7K59,MEDP
1589,Mettler Toledo,BBG000BZCKH3,MTD
1590,Autodesk,BBG000BM7HL0,ADSK
1591,JPMorgan,BBG000DMBXR2,JPM
1592,Amphenol,BBG000B9YJ35,APH
1593,Edison International,BBG000D7RKJ5,EIX
1594,Danaher,BBG000BH3JF8,DHR
1595,Parker-Hannifin,BBG000BR3KL6,PH
1596,Tandem Diabetes Care Inc,BBG0019V9M65,TNDM
1597,Quest Diagnostics,BBG000BN84F3,DGX
1598,Essex Property REIT,BBG000CGJMB9,ESS
1599,Coterra Energy Inc.,BBG000C3GN47,CTRA
1600,Urban Outfitters,BBG000BL79J3,URBN
1601,Wingstop Inc,BBG008N298Y8,WING
1602,CA,BBG000BDWKC5,CA
1603,Biogen,BBG000C17X76,BIIB
1604,Hasbro,BBG000BKVJK4,HAS
1605,ФСК ЕЭС,BBG00475JZZ6,FEES
1606,Analog Devices,BBG000BB6G37,ADI
1607,Turtle Beach Corp,BBG000BM6N47,HEAR
1608,VEON,BBG000QCW561,VEON
1609,Zoetis,BBG0039320N9,ZTS
1610,ЧМК,BBG000RP8V70,CHMK
1611,TE Connectivity,BBG000RGM5P1,TEL
1612,Synchrony Financial,BBG00658F3P3,SYF
1613,AvalonBay Communities REIT,BBG000BLPBL5,AVB
1614,Zscaler Inc,BBG003338H34,ZS
1615,Onto Innovation Inc,BBG000BPRN29,ONTO
1616,Ameriprise Financial,BBG000G3QLY3,AMP
1617,Monarch Casino & Resort Inc,BBG000BJ0932,MCRI
1618,Aflac Incorporated,BBG000BBBNC6,AFL
1619,Resideo Technologies Inc,BBG00HY28K89,REZI
1620,Alibaba,BBG006G2JVL2,BABA
1621,International Flavors & Fragrances,BBG000BLSL58,IFF
1622,Транснефть - привилегированные акции,BBG00475KHX6,TRNFP
1623,Hanesbrands,BBG000D2ZTS8,HBI
1624,Vertex Pharmaceuticals,BBG000C1S2X2,VRTX
1625,Royal Caribbean Cruises,BBG000BB5792,RCL
1626,Nielsen Holdings plc,BBG0088CYPX8,NLSN
1627,Greif Inc,BBG000BLFNC0,GEF
1628,Sturm Ruger & Co Inc,BBG000C4FQG6,RGR
1629,Leggett & Platt,BBG000BN53G7,LEG
1630,DXC Technology,BBG00FN64XT9,DXC
1631,Etsy Inc,BBG000N7MXL8,ETSY
1632,Xcel Energy,BBG000BCTQ65,XEL
1633,Kirby Corp,BBG000BMQCP6,KEX
1634,FTI Consulting Inc,BBG000K88H58,FCN
1635,Goodyear Tire & Rubber,BBG000BKNX95,GT
1636,Myriad Genetics Inc,BBG000D9H9F1,MYGN
1637,Thor Industries Inc,BBG000BV6R84,THO
1638,ExlService Holdings Inc,BBG000NS3P30,EXLS
1639,Zuora Inc,BBG000BT3HG5,ZUO
1640,Tyler Technologies Inc,BBG000BVWZF9,TYL
1641,Hilton Grand Vacations Inc,BBG00CBYY6M1,HGV
1642,Ingredion Inc,BBG000BXPZB7,INGR
1643,Medidata Solutions Inc,BBG000VCQPM0,MDSO
1644,United Therapeutics Corp,BBG000BV4XJ1,UTHR
1645,Bank of New York Mellon,BBG000BD8PN9,BK
1646,Energy Transfer LP,BBG000BM2FL9,ET
1647,Orthofix Medical Inc,BBG000G1C210,OFIX
1648,Ziff Davis,BBG000F3CWW7,ZD
1649,Moody's,BBG000F86GP6,MCO
1650,Skechers U.S.A. Inc,BBG000C4HKK2,SKX
1651,Air Products & Chemicals,BBG000BC4JJ4,APD
1652,Hawaiian Holdings Inc,BBG000BC4185,HA
1653,Anthem,BBG000BCG930,ANTM
1654,Ionis Pharmaceuticals Inc,BBG000JH6683,IONS
1655,ТГК-14,BBG000RG4ZQ4,TGKN
1656,FLIR Systems,BBG000BHK836,FLIR
1657,Northrop Grumman,BBG000BQ2C28,NOC
1658,Нижнекамскнефтехим,BBG000GQSRR5,NKNC
1659,Sanofi,BBG000BBD5N1,SNY
1660,Kontoor Brands Inc,BBG00LPTHYD5,KTB
1661,WR Grace & Co,BBG000BB8PG1,GRA
1662,Иркутскэнерго,BBG000NL6ZD9,IRGZ
1663,Encana Corporation,BBG000BB4LK9,ECA
1664,Роснефть,BBG004731354,ROSN
1665,Объединенная авиастроительная корпорация,BBG000Q7ZZY2,UNAC
1666,Anadarko,BBG000BC40Y8,APC
1667,Abiomed Inc,BBG000C101X4,ABMD
1668,Teradata,BBG000R0L5J4,TDC
1669,Fox Factory Holding Corp,BBG004T7VS53,FOXF
1670,Банк ВТБ,BBG004730ZJ9,VTBR
1671,D.R. Horton,BBG000DQTXY6,DHI
1672,Twitter,BBG000H6HNW3,TWTR
1673,Microsoft Corporation,BBG000BPH459,MSFT
1674,Envestnet Inc,BBG000Q4NZ54,ENV
1675,Altaba,BBG000GFFQN9,AABA
1676,Akamai Technologies,BBG000BJQWD2,AKAM
1677,Graham Holdings Co,BBG000C3FGH9,GHC
1678,Stitch Fix,BBG0046L1KL9,SFIX
1679,Delta Air Lines,BBG000R7Z112,DAL
1680,Ashland Global Holdings Inc,BBG00D0Y81M1,ASH
1681,ViacomCBS Inc.,BBG000C496P7,VIAC
1682,AutoZone,BBG000C7LMS8,AZO
1683,Manchester United Plc,BBG0035WV4N9,MANU
1684,Campbell Soup,BBG000BG4202,CPB
1685,Deckers Outdoor Corp,BBG000BKXYX5,DECK
1686,Northern Trust,BBG000BQ74K1,NTRS
1687,Chemed Corp,BBG000C19QW1,CHE
1688,Altice USA Inc,BBG00GFMPRK0,ATUS
1689,Eversource Energy,BBG000BQ87N0,ES
1690,Global Blood Therapeutics Inc,BBG00341H6M0,GBT
1691,Immunomedics Inc,BBG000BLXT19,IMMU
1692,Simpson Manufacturing Co Inc,BBG000JLC8L8,SSD
1693,СОЛЛЕРС,BBG004S68JR8,SVAV
1694,ТНС энерго Воронеж,BBG000BX7DH0,VRSB
1695,CenterPoint Energy,BBG000FDBX90,CNP
1696,НЛМК,BBG004S681B4,NLMK
1697,ЧЗПСН,BBG003BNWBP3,PRFN
1698,Alliant Energy,BBG000DW4Q75,LNT
1699,Burlington Stores Inc,BBG004S641N5,BURL
1700,Fluor,BBG000BB1TH9,FLR
1701,Polaris Industries Inc,BBG000D5S4M0,PII
1702,ФосАгро,BBG004S689R0,PHOR
1703,Prestige Consumer Healthcare I,BBG000QM0RZ4,PBH
1704,TriNet Group Inc,BBG000BR2040,TNET
1705,Amazon.com,BBG000BVPV84,AMZN
1706,Vipshop,BBG002NLDLV8,VIPS
1707,NetEase Inc,BBG000BX72V8,NTES
1708,ICU Medical Inc,BBG000CQV2N4,ICUI
1709,Watts Water Technologies Inc,BBG000C4Z6C2,WTS
1710,Hyatt Hotels Corp,BBG000CVRFS4,H
1711,ПИК,BBG004S68BH6,PIKK
1712,Middleby Corp The,BBG000DQN9R3,MIDD
1713,Raven Industries Inc,BBG000CXQTZ3,RAVN
1714,АФК Система,BBG004S68614,AFKS
1715,Yandex,BBG006L8G4H1,YNDX
1716,LiveRamp Holdings Inc,BBG000BB4HM6,RAMP
1717,Covetrus Inc,BBG00KR691K8,CVET
1718,Palo Alto Networks,BBG0014GJCT9,PANW
1719,Realty Income REIT,BBG000DHPN63,O
1720,Русолово,BBG004Z2RGW8,ROLO
1721,Ростелеком - Привилегированные акции,BBG004S685M3,RTKMP
1722,Edwards Lifesciences,BBG000BRXP69,EW
1723,Sprouts Farmers Market Inc,BBG001KFKQM7,SFM
1724,Manhattan Associates Inc,BBG000BFV758,MANH
1725,Simon Property Group REIT,BBG000BJ2D31,SPG
1726,Transocean,BBG000BH5LT6,RIG
1727,Invesco,BBG000BY2Y78,IVZ
1728,Bristol-Myers Squibb,BBG000DQLV23,BMY
1729,CMS Energy Corporation,BBG000BFVXX0,CMS
1730,Inogen Inc,BBG0021PH456,INGN
1731,Coupa Software Inc,BBG001J4BCN4,COUP
1732,Valero Energy Corporation,BBG000BBGGQ1,VLO
1733,Atrion Corp,BBG000DTT624,ATRI
1734,TCS Group (Tinkoff Bank holder),BBG005DXJS36,TCS
1735,Ralph Lauren,BBG000BS0ZF1,RL
1736,Huazhu Group,BBG000QFPM65,HTHT
1737,РусГидро,BBG00475K2X9,HYDR
1738,International Paper,BBG000BM5SR2,IP
1739,SYNNEX Corp,BBG000CL9JV4,SNX
1740,FARO Technologies Inc,BBG000BJD7C2,FARO
1741,Ленэнерго,BBG000NLC9Z6,LSNG
1742,Floor & Decor Holdings Inc,BBG007GJ2F81,FND
1743,КоршГОК ао,BBG000R41LN8,KOGK
1744,O'Reilly Automotive,BBG000BGYWY6,ORLY
1745,Quantenna Communications Inc,BBG000N7QWR0,QTNA
1746,PetroChina,BBG000BR85F1,PTR
1747,PACCAR,BBG000BQVTF5,PCAR
1748,DaVita HealthCare Partners,BBG000MQ1SN9,DVA
1749,Pagerduty Inc,BBG0043BYPB8,PD
1750,MSC Industrial Direct Co Inc,BBG000BCLYL9,MSM
1751,Cadence Design Systems,BBG000C13CD9,CDNS
1752,ПАО «КАЗАНЬОРГСИНТЕЗ» - акции привилегированные,BBG0029SG1C1,KZOSP
1753,АЛРОСА-Нюрба,BBG002B25NL9,ALNU
1754,T Rowe Price Group,BBG000BVMPN3,TROW
1755,Ecolab,BBG000BHKYH4,ECL
1756,People's United Financial,BBG000BQT4L6,PBCT
1757,Сбер Банк,BBG004730N88,SBER
1758,New Relic Inc,BBG001NFKJ68,NEWR
1759,Steel Dynamics Inc,BBG000HGYNZ9,STLD
1760,CoStar Group Inc,BBG000D7JKW9,CSGP
1761,Boston Properties REIT,BBG000BS5CM9,BXP
1762,Schlumberger,BBG000BT41Q8,SLB
1763,Target,BBG000H8TVT2,TGT
1764,Ulta Beauty,BBG00FWQ4VD6,ULTA
1765,Мечел - Привилегированные акции,BBG004S68FR6,MTLRP
1766,Salesforce,BBG000BN2DC2,CRM
1767,Nordstrom,BBG000G8N9C6,JWN
1768,eBay,BBG000C43RR5,EBAY
1769,Alaska Air Group,BBG000BBL0Y1,ALK
1770,Knight-Swift Transportation,BBG000BFC848,KNX
1771,Archer-Daniels-Midland Company,BBG000BB6WG8,ADM
1772,Dolby Laboratories Inc,BBG000DGLTG5,DLB
1773,PulteGroup,BBG000BR54L0,PHM
1774,Mohawk Industries,BBG000FLZN98,MHK
1775,Cimarex Energy,BBG000D6L294,XEC
1776,United States Cellular Corp,BBG000BW6P59,USM
1777,Gartner,BBG000BB65D0,IT
1778,EPAM Systems,BBG000MHTV89,EPAM
1779,The Clorox Company,BBG000BFS7D3,CLX
1780,Hub Group Inc,BBG000G9W6L0,HUBG
1781,PVH,BBG000BRRG02,PVH
1782,Broadridge Financial Solutions,BBG000PPFKQ7,BR
1783,Arista Networks Inc,BBG000N2HDY5,ANET
1784,JOYY Inc,BBG003H0XV18,YY
1785,SS&C Technologies Holdings Inc,BBG000RJ2J04,SSNC
1786,АДР МТС,BBG000CSZKR2,MBT
1787,Linde,BBG00GVR8YQ9,LIN
1788,Eaton Corporation,BBG000BJ3PD2,ETN
1789,MicroStrategy Inc,BBG000GQJPZ0,MSTR
1790,Shake Shack Inc,BBG0063GCHH8,SHAK
1791,ON Semiconductor Corp,BBG000DV7MX4,ON
1792,Exxon Mobil Corporation,BBG000GZQ728,XOM
1793,Micro Focus,BBG00HFWVGN0,MFGP
1794,Murphy Oil,BBG000BPMH90,MUR
1795,Tesla Motors,BBG000N9MNX3,TSLA
1796,Guardant Health Inc,BBG006D97VY9,GH
1797,Aspen Technology Inc,BBG000DFMXT3,AZPN
1798,McCormick & Co,BBG000G6Y5W4,MKC
1799,TPI Composites Inc,BBG0016MQ7C5,TPIC
1800,Reliance Steel & Aluminum Co,BBG000CJ2181,RS
1801,Las Vegas Sands Corp,BBG000JWD753,LVS
1802,М.видео,BBG004S68CP5,MVID
1803,Timken Co The,BBG000BV95H9,TKR
1804,Children's Place Inc The,BBG000JK9DK4,PLCE
1805,MyoKardia Inc,BBG003DKQRK4,MYOK
1806,Юнипро,BBG004S686W0,UPRO
1807,АВТОВАЗ - акции привилегированные,BBG000RSJ0Y0,AVAZP
1808,Dave & Buster's Entertainment Inc,BBG001WWJTK5,PLAY
1809,Strategic Education Inc,BBG000GRZDV1,STRA
1810,Erie IndemnIty Co,BBG000BBTJZ1,ERIE
1811,МГТС - акции привилегированные,BBG000PZ0833,MGTSP
1812,Automatic Data Processing,BBG000JG0547,ADP
1813,Deluxe Corp,BBG000BH6360,DLX
1814,IPG,BBG000C90DH9,IPG
1815,Visteon Corp,BBG0016T3GQ0,VC
1816,PPL,BBG000BRJL00,PPL
1817,Splunk,BBG001C7TST4,SPLK
1818,M&T Bank,BBG000D9KWL9,MTB
1819,Lumen Technologies,BBG000BGLRN3,LUMN
1820,Lowe's,BBG000BNDN65,LOW
1821,Green Dot Corp,BBG000QDJT53,GDOT
1822,Verint Systems Inc,BBG000BCBYT2,VRNT
1823,Raytheon,BBG000BSD7C2,RTN
1824,Materion Corp,BBG000BDTT76,MTRN
1825,Enanta Pharmaceuticals Inc,BBG001V9NSB4,ENTA
1826,Gibraltar Industries Inc,BBG000BKQDQ7,ROCK
1827,Keysight Technologies Inc,BBG0059FN811,KEYS
1828,Delphi Technologies,BBG00GTWPCQ0,DLPH
1829,Pool Corp,BBG000BCVG28,POOL
1830,Alexandria Real Estate Equities REIT,BBG000BC33T9,ARE
1831,Union Pacific Corporation,BBG000BW3299,UNP
1832,Willis Towers Watson,BBG000DB3KT1,WTW
1833,Johnson Outdoors Inc,BBG000HCXFS4,JOUT
1834,Zillow Group Inc,BBG000D13GN8,ZG
1835,Equifax,BBG000BHPL78,EFX
1836,Group 1 Automotive Inc,BBG000BB88K4,GPI
1837,Texas Roadhouse Inc,BBG000PSJMV7,TXRH
1838,F5,BBG000CXYSZ6,FFIV
1839,Cars.com Inc,BBG000HGTH33,CARS
1840,Southern Copper Corp,BBG000BSHH72,SCCO
1841,ВСМПО-АВИСМА,BBG004S68CV8,VSMO
1842,NIKE,BBG000C5HS04,NKE
1843,British American Tobacco,BBG000BWPXQ8,BTI
1844,HB Fuller Co,BBG000BJZ7V7,FUL
1845,Synopsys,BBG000BSFRF3,SNPS
1846,UnitedHealth,BBG000CH5208,UNH
1847,Matson Inc,BBG000BBK401,MATX
1848,NuVasive Inc,BBG000LNL298,NUVA
1849,Aptiv,BBG001QD41M9,APTV
1850,China Biologic Products Holdings,BBG00H6YFFF5,CBPO
1851,Neogen Corp,BBG000C1BCK2,NEOG
1852,Корпорация ИРКУТ,BBG000FWGSZ5,IRKT
1853,Power Integrations Inc,BBG000BTT3D1,POWI
1854,Woodward Inc,BBG000BD53V2,WWD
1855,Intuit,BBG000BH5DV1,INTU
1856,Electronic Arts,BBG000BP0KQ8,EA
1857,H&R Block,BBG000BLDV98,HRB
1858,Ростелеком,BBG004S682Z6,RTKM
1859,JB Hunt,BBG000BMDBZ1,JBHT
1860,Dillard's Inc,BBG000BS4MP5,DDS
1861,QIWI,BBG005D1WCQ1,QIWI
1862,Пермэнергосбыт - акции привилегированные,BBG000MZL2S9,PMSBP
1863,Tempur Sealy International Inc,BBG000PXGT62,TPX
1864,PNC Financial Services,BBG000BRD0D8,PNC
1865,BorgWarner,BBG000BJ49H3,BWA
1866,SVB Financial Group,BBG000BT0CM2,SIVB
1867,Vornado REIT,BBG000BWHD54,VNO
1868,Wynn Resorts,BBG000LD9JQ8,WYNN
1869,MercadoLibre Inc,BBG000GQPB11,MELI
1870,Zillow Group Inc,BBG009NRSWJ4,Z
1871,A. O. Smith Corporation,BBG000BC1L02,AOS
1872,Old Dominion Freight Line Inc,BBG000CHSS88,ODFL
1873,Veoneer Inc,BBG00K4MPP27,VNE
1874,Amgen,BBG000BBS2Y0,AMGN
1875,Мультисистема,BBG001BBSZV8,MSST
1876,Wal-Mart Stores,BBG000BWXBC2,WMT
1877,МОЭСК,BBG004S687G6,MSRS
1878,EOG Resources,BBG000BZ9223,EOG
1879,Zions Bancorporation,BBG000BX9WL1,ZION
1880,John B Sanfilippo & Son Inc,BBG000CHPMY5,JBSS
1881,Brighthouse Financial,BBG00DYPZ4T0,BHF
1882,Digital Realty REIT,BBG000Q5ZRM7,DLR
1883,Advanced Energy Industries Inc,BBG000FKMP26,AEIS
1884,Ciena Corp,BBG000BP1152,CIEN
1885,Avient Corporation,BBG000C8NJ10,AVNT
1886,ЮУНК,BBG002YFXL29,UNKL
1887,Dun & Bradstreet,BBG000BB2PW9,DNB
1888,ANSYS,BBG000GXZ4W7,ANSS
1889,ПАО «КАЗАНЬОРГСИНТЕЗ»,BBG0029SFXB3,KZOS
1890,Sykes Enterprises Inc,BBG000BBHPV4,SYKE
1891,Flowserve,BBG000FFH4P5,FLS
1892,Boston Beer Co Inc The,BBG000BCZBF1,SAM
1893,Calavo Growers Inc,BBG000BGPQW1,CVGW
1894,Carlisle Companies Incorporated,BBG000BGGBT8,CSL
1895,IBM,BBG000BLNNH6,IBM
1896,Ventas REIT,BBG000FRVHB9,VTR
1897,Casey's General Stores Inc,BBG000BF0672,CASY
1898,UUFP Industries, Inc,BBG000BL0T06,UFPI
1899,Elanco Animal Health Inc,BBG00LJYS1P8,ELAN
1900,Dycom Industries Inc,BBG000C4SKT1,DY
1901,МегаФон,BBG003NXF5V3,MFON
1902,Hewlett Packard Enterprise,BBG0078W3NQ3,HPE
1903,Verizon Communications,BBG000HS77T5,VZ
1904,Paycom Software Inc,BBG0064N0ZZ5,PAYC
1905,Werner Enterprises Inc,BBG000BWPP85,WERN
1906,Teleflex Inc,BBG000BV59Y6,TFX
1907,ТГК-2,BBG000Q7GG57,TGKB
1908,Sempra Energy,BBG000C2ZCH8,SRE
1909,Block,BBG0018SLC07,SQ
1910,SPX FLOW Inc,BBG007FL7ZD2,FLOW
1911,Repligen Corporation,BBG000BS48J3,RGEN
1912,Berkshire Hathaway,BBG000DWG505,BRK.B
1913,Virtusa Corp,BBG000QCG7M7,VRTU
1914,Россети Северо-Запад,BBG000TJ6F42,MRKZ
1915,LIthia Motors Inc,BBG000K3BC83,LAD
1916,Methode Electronics Inc,BBG000BNY197,MEI
1917,Норильский никель,BBG004731489,GMKN
1918,GoDaddy Inc,BBG006MDLY05,GDDY
1919,AbbVie,BBG0025Y4RY4,ABBV
1920,SolarEdge Technologies Inc,BBG0084BBZY6,SEDG
1921,Western Union,BBG000BB5373,WU
1922,Exelon Corporation,BBG000J6XT05,EXC
1923,News Corp,BBG0035M2ZB7,NWS
1924,Nasdaq,BBG000F5VVB6,NDAQ
1925,Continental Resources Inc,BBG000BHBGN6,CLR
1926,Pioneer Natural Resources,BBG000BXRPH1,PXD
1927,Citrix Systems,BBG000FQ6PY6,CTXS
1928,Xilinx,BBG000C0F570,XLNX
1929,Aramark,BBG001KY4N87,ARMK
1930,L3Harris Technologies Inc,BBG000BLGFJ9,LHX
1931,Татнефть,BBG004RVFFC0,TATN
1932,Morgan Stanley,BBG000BLZRJ2,MS
1933,ServiceNow Inc,BBG000M1R011,NOW
1934,NVIDIA,BBG000BBJQV0,NVDA
1935,Keurig Dr Pepper,BBG000TJM7F0,KDP
1936,Yum!,BBG000BH3GZ2,YUM
1937,MillerKnoll,BBG000BP46T2,MLKN
1938,Masco,BBG000BNNKG9,MAS
1939,Visa,BBG000PSKYX7,V
1940,Chegg Inc,BBG0014XR0N5,CHGG
1941,Consolidated Edison,BBG000BHLYS1,ED
1942,Merck,BBG000BPD168,MRK
1943,Bio-Rad Laboratories Inc,BBG000DY28W5,BIO
1944,Alarm com Holdings Inc,BBG007GNPYY7,ALRM
1945,Bluebird Bio Inc,BBG000QGWY50,BLUE
1946,Fifth Third Bancorp,BBG000BJL3N0,FITB
1947,МРСК Урала,BBG000VKG4R5,MRKU
1948,Банк Санкт-Петербург,BBG000QJW156,BSPB
1949,Таттелеком,BBG000RJL816,TTLK
1950,Capital One,BBG000BGKTF9,COF
1951,AMETEK,BBG000B9XG87,AME
1952,iRobot Corp,BBG000HXJB21,IRBT
1953,Hartford Financial Services,BBG000G0Z878,HIG
1954,Crocs Inc,BBG000BLY663,CROX
1955,C.H. Robinson Worldwide,BBG000BTCH57,CHRW
1956,Mondelez,BBG000D4LWF6,MDLZ
1957,MEDNAX Inc,BBG000H8LGK2,MD
1958,CME GROUP,BBG000BHLYP4,CME
1959,Huntington Bancshares,BBG000BKWSR6,HBAN
1960,Dorman Products Inc,BBG000BM22F5,DORM
1961,Mylan NV,BBG000BPQD31,MYL
1962,Diamondback Energy Inc,BBG002PHSYX9,FANG
1963,Signet Jewelers,BBG000C4ZZ10,SIG
1964,The Cooper Companies,BBG000BG3445,COO
1965,Global Payments,BBG000CX0P89,GPN
1966,WellCare Health Plans Inc,BBG000CLVM51,WCG
1967,Fair Isaac Corp,BBG000DW76Y6,FICO
1968,Travelers Cos,BBG000BJ81C1,TRV
1969,Chart Industries Inc,BBG000P1K2X6,GTLS
1970,Celgene,BBG000BFC8J2,CELG
1971,Waters,BBG000FQRVM3,WAT
1972,FedEx,BBG000BJF1Z8,FDX
1973,Trade Desk Inc/The,BBG00629NGT2,TTD
1974,Discover Financial Services,BBG000QBR5J5,DFS
1975,REX American Resources Corp,BBG000D2ZK61,REX
1976,Penumbra Inc,BBG001BP92V1,PEN
1977,Alteryx Inc,BBG000BGZT72,AYX
1978,Charles River Laboratories Int,BBG000BG5BL8,CRL
1979,РУСАЛ,BBG008F2T3T2,RUAL
1980,Wells Fargo & Company,BBG000BWQFY7,WFC
1981,Foot Locker,BBG000BX8DC4,FL
1982,Башнефть - привилегированные акции,BBG004S686N0,BANEP
1983,Pfizer,BBG000BR2B91,PFE
1984,PG&E,BBG000BQWPC5,PCG
1985,Mid-America Apartment REIT,BBG000BLMY92,MAA
1986,Omnicell Inc,BBG000BTNGZ4,OMCL
1987,Rollins,BBG000BSBBP1,ROL
1988,Bottomline Technologies DE Inc,BBG000BRNH31,EPAY
1989,Twenty-First Century Fox,BBG00JHNKJY8,FOX
1990,Legg Mason,BBG000BNBPQ0,LM
1991,Deere & Company,BBG000BH1NH9,DE
1992,MetLife,BBG000BB6KF5,MET
1993,Полюс Золото,BBG000R607Y3,PLZL
1994,Cavco Industries Inc,BBG000K4WS65,CVCO
1995,Heritage-Crystal Clean Inc,BBG000CCFB17,HCCI
1996,Changyou com Ltd,BBG000BGR6S8,CYOU
1997,CorVel Corp,BBG000CVKZY0,CRVL
1998,SCANA,BBG000BSLLB3,SCG
1999,HealthEquity Inc,BBG000TYXCT9,HQY
2000,Chevron,BBG000K4ND22,CVX
2001,Московская Биржа,BBG004730JJ5,MOEX
2002,Corning,BBG000BKFZM4,GLW
2003,ЛУКОЙЛ,BBG004731032,LKOH
2004,Wyndham Hotels & Resorts,BBG00HCY3Q67,WH
2005,Guangshen Railway,BBG000GLG0G0,GSH
2006,Proofpoint Inc,BBG000RQ2GY7,PFPT
2007,Total System Services,BBG000C1JTL6,TSS
2008,Whirlpool,BBG000BWSV34,WHR
